,SUBDIVISION,YEAR,Parameter,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
568,ARUNACHAL PRADESH,1996,Percentage departure,-25.8,-39.7,5.3,-35.4,9.4,-51.9,-16.3,-25.6,-55.9,6.7,-75.0,-94.5,-27.7,-34.9,-6.6,-36.0,-14.4
569,ARUNACHAL PRADESH,1996,No. of districts,9.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,,,,,
570,ARUNACHAL PRADESH,1997,Actual,26.2,68.5,158.5,94.7,212.6,548.0,395.2,237.0,403.5,58.5,45.9,26.3,2274.9,94.6,465.8,1583.7,130.7
571,ARUNACHAL PRADESH,1997,Percentage departure,-45.6,-26.4,2.0,-64.3,-41.6,-16.7,-44.2,-52.6,-6.9,-70.6,25.8,6.0,-34.7,-32.9,-40.6,-31.1,-49.8
572,ARUNACHAL PRADESH,1997,No. of districts,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,8.0,7.0,,,,,
573,ARUNACHAL PRADESH,1998,Actual,26.7,78.8,193.6,125.0,275.0,839.8,823.8,807.0,236.8,187.2,20.5,2.5,3616.7,105.6,593.6,2707.4,210.2
574,ARUNACHAL PRADESH,1998,Percentage departure,-44.4,-15.3,24.6,-52.9,-24.5,27.6,16.3,61.3,-45.4,-6.0,-43.9,-89.7,3.7,-25.2,-24.4,17.7,-19.3
575,ARUNACHAL PRADESH,1998,No. of districts,7.0,6.0,6.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,,,,,
576,ARUNACHAL PRADESH,1999,Actual,7.9,6.1,40.4,159.6,343.2,450.0,376.9,438.1,254.0,207.9,28.3,4.3,2316.6,14.0,543.2,1519.0,240.4
577,ARUNACHAL PRADESH,1999,Percentage departure,-83.7,-93.4,-74.0,-39.8,-5.7,-31.6,-46.8,-12.4,-41.4,4.3,-22.5,-82.8,-33.5,-90.1,-30.8,-34.0,-7.7
578,ARUNACHAL PRADESH,1999,No. of districts,9.0,8.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,12.0,12.0,12.0,,,,,
579,ARUNACHAL PRADESH,2000,Actual,54.1,47.1,139.9,293.8,267.2,459.8,395.4,387.4,407.4,81.3,53.9,9.6,2596.8,101.2,700.8,1650.0,144.8
580,ARUNACHAL PRADESH,2000,Percentage departure,12.6,-49.4,-10.0,10.8,-26.6,-30.1,-44.2,-22.5,-6.0,-59.2,47.6,-61.3,-25.5,-28.3,-10.7,-28.3,-44.4
581,ARUNACHAL PRADESH,2000,No. of districts,14.0,15.0,14.0,13.0,14.0,13.0,14.0,13.0,15.0,14.0,15.0,15.0,,,,,
582,ARUNACHAL PRADESH,2001,Actual,53.1,66.6,134.9,229.9,195.6,277.2,302.6,279.9,288.1,173.8,19.3,14.9,2036.0,119.7,560.5,1147.8,208.0
583,ARUNACHAL PRADESH,2001,Percentage departure,10.5,-28.5,-13.1,-13.3,-46.3,-57.9,-57.3,-44.0,-33.5,-12.8,-47.2,-39.9,-41.6,-15.2,-28.6,-50.1,-20.2
584,ARUNACHAL PRADESH,2001,No. of districts,14.0,15.0,15.0,14.0,15.0,13.0,13.0,14.0,15.0,14.0,13.0,13.0,,,,,
585,ARUNACHAL PRADESH,2002,Actual,74.2,37.2,126.3,248.2,197.1,396.8,604.0,290.7,257.9,94.0,45.0,17.9,2389.2,111.4,571.6,1549.4,156.9
586,ARUNACHAL PRADESH,2002,Percentage departure,54.3,-60.0,-18.7,-6.4,-45.9,-39.7,-14.7,-41.9,-40.5,-52.8,23.3,-27.9,-31.5,-21.1,-27.2,-32.6,-39.8
587,ARUNACHAL PRADESH,2002,No. of districts,13.0,14.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,15.0,14.0,15.0,,,,,
588,ARUNACHAL PRADESH,2003,Actual,22.9,83.2,109.6,182.0,173.5,424.3,645.3,327.2,259.9,182.6,25.0,16.2,2451.8,106.1,465.2,1656.6,223.9
589,ARUNACHAL PRADESH,2003,Percentage departure,-52.3,-10.6,-29.5,-31.4,-52.3,-35.5,-8.9,-34.6,-40.0,-8.3,-31.6,-34.5,-29.7,-24.8,-40.7,-28.0,-14.1
590,ARUNACHAL PRADESH,2003,No. of districts,15.0,15.0,15.0,13.0,13.0,14.0,14.0,14.0,12.0,13.0,13.0,13.0,,,,,
591,ARUNACHAL PRADESH,2004,Actual,38.0,39.1,175.5,210.2,298.7,402.9,654.3,243.0,278.5,184.8,5.6,15.2,2545.7,77.1,684.3,1578.7,205.6
592,ARUNACHAL PRADESH,2004,Percentage departure,-21.0,-58.0,12.9,-20.8,-18.0,-38.8,-7.6,-51.4,-35.7,-7.2,-84.7,-38.7,-27.0,-45.4,-12.8,-31.4,-21.1
593,ARUNACHAL PRADESH,2004,No. of districts,13.0,12.0,12.0,13.0,12.0,14.0,11.0,11.0,11.0,12.0,12.0,11.0,,,,,
594,ARUNACHAL PRADESH,2005,Actual,48.4,167.6,229.5,195.3,179.8,269.3,430.8,400.0,243.6,139.3,28.6,3.3,2335.5,216.0,604.6,1343.7,171.2
595,ARUNACHAL PRADESH,2005,Percentage departure,0.7,80.1,47.7,-26.3,-50.6,-59.1,-39.2,-20.0,-43.8,-30.1,-21.6,-86.6,-33.0,53.0,-22.9,-41.6,-34.3
596,ARUNACHAL PRADESH,2005,No. of districts,11.0,13.0,11.0,12.0,12.0,13.0,12.0,14.0,12.0,13.0,10.0,10.0,,,,,
597,ARUNACHAL PRADESH,2006,Actual,6.0,103.7,63.3,202.7,321.7,520.4,382.2,227.6,263.2,77.2,69.7,21.7,2259.6,109.7,587.7,1393.5,168.7
598,ARUNACHAL PRADESH,2006,Percentage departure,-87.5,11.4,-59.2,-23.6,-11.6,-20.9,-46.0,-54.5,-39.3,-61.2,90.9,-12.3,-35.2,-22.3,-25.1,-39.4,-35.3
599,ARUNACHAL PRADESH,2006,No. of districts,6.0,5.0,7.0,7.0,6.0,6.0,6.0,4.0,5.0,5.0,6.0,10.0,,,,,
600,ARUNACHAL PRADESH,2007,Actual,13.4,97.4,48.1,292.4,250.4,530.2,761.0,364.6,529.3,102.6,24.3,6.9,3020.7,110.8,590.9,2185.1,133.9
601,ARUNACHAL PRADESH,2007,Percentage departure,-72.2,4.7,-69.0,10.2,-31.2,-19.4,7.4,-27.1,22.1,-48.5,-33.4,-72.1,-13.4,-21.5,-24.7,-5.0,-48.6
602,ARUNACHAL PRADESH,2007,No. of districts,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,,,,,
603,ARUNACHAL PRADESH,2008,Actual,76.7,39.7,122.6,192.4,185.0,423.6,456.1,439.3,189.7,115.1,1.7,2.6,2244.4,116.4,499.9,1508.7,119.4
604,ARUNACHAL PRADESH,2008,Percentage departure,59.5,-57.4,-21.1,-27.5,-49.2,-35.6,-35.6,-12.2,-56.2,-42.2,-95.2,-89.4,-35.6,-17.6,-36.3,-34.4,-54.2
605,ARUNACHAL PRADESH,2008,No. of districts,6.0,6.0,6.0,5.0,7.0,6.0,6.0,7.0,5.0,7.0,6.0,7.0,,,,,
606,ARUNACHAL PRADESH,2009,Actual,18.0,92.8,72.1,132.7,189.9,259.1,329.9,370.3,152.5,82.9,33.9,15.9,1749.9,110.8,394.7,1111.8,132.7
607,ARUNACHAL PRADESH,2009,Percentage departure,-62.5,-0.3,-53.6,-50.0,-47.8,-60.6,-53.4,-26.0,-64.8,-58.4,-7.2,-36.0,-49.8,-21.5,-49.7,-51.7,-49.1
608,ARUNACHAL PRADESH,2009,No. of districts,12.0,9.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,6.0,6.0,4.0,,,,,
609,ARUNACHAL PRADESH,2010,Actual,0.6,13.2,237.8,466.9,312.7,509.9,378.0,321.5,444.2,97.7,58.9,14.2,2855.7,13.9,1017.5,1653.6,170.9
610,ARUNACHAL PRADESH,2010,Percentage departure,-98.7,-85.8,53.1,76.1,-14.1,-22.5,-46.6,-35.7,2.5,-51.0,61.5,-42.8,-18.1,-90.2,29.7,-28.1,-34.4
611,ARUNACHAL PRADESH,2010,No. of districts,12.0,12.0,12.0,9.0,11.0,11.0,12.0,10.0,10.0,10.0,11.0,12.0,,,,,
612,ARUNACHAL PRADESH,2011,Actual,40.0,51.3,174.5,240.8,219.6,288.4,531.4,277.6,286.7,51.9,16.2,15.2,2193.7,91.4,634.9,1384.2,83.3
613,ARUNACHAL PRADESH,2011,Percentage departure,-16.8,-44.8,12.3,-9.2,-39.7,-56.2,-25.0,-44.5,-33.9,-74.0,-55.5,-38.6,-37.1,-35.3,-19.1,-39.8,-68.0
614,ARUNACHAL PRADESH,2011,No. of districts,10.0,10.0,6.0,8.0,9.0,6.0,8.0,8.0,9.0,8.0,11.0,10.0,,,,,
615,ARUNACHAL PRADESH,2012,Actual,57.8,35.8,134.2,403.4,187.4,645.8,638.9,316.0,724.9,248.1,22.0,26.2,3440.3,93.6,724.9,2325.6,296.3
616,ARUNACHAL PRADESH,2012,Percentage departure,20.1,-61.5,-13.6,52.1,-48.5,-1.8,-9.8,-36.8,67.3,24.6,-39.8,5.5,-1.3,-33.7,-7.6,1.1,13.7
617,ARUNACHAL PRADESH,2012,No. of districts,9.0,10.0,7.0,9.0,11.0,10.0,10.0,10.0,8.0,6.0,6.0,9.0,,,,,
618,ARUNACHAL PRADESH,2013,Actual,18.5,40.5,115.1,175.1,335.8,290.0,329.6,230.2,316.1,164.1,13.3,14.6,2042.9,59.0,626.0,1165.9,192.0
619,ARUNACHAL PRADESH,2013,Percentage departure,-61.6,-56.5,-25.9,-34.0,-7.8,-55.9,-53.5,-54.0,-27.1,-17.6,-63.5,-41.1,-41.4,-58.2,-20.2,-49.3,-26.3
620,ARUNACHAL PRADESH,2013,No. of districts,14.0,13.0,14.0,14.0,14.0,14.0,13.0,15.0,13.0,14.0,14.0,14.0,,,,,
621,ARUNACHAL PRADESH,2014,Actual,19.0,101.9,80.3,86.7,299.0,415.8,392.4,599.6,343.0,35.1,20.1,10.2,2403.2,120.9,466.0,1750.8,65.4
622,ARUNACHAL PRADESH,2014,Percentage departure,-60.5,9.5,-48.3,-67.3,-17.9,-36.8,-44.6,19.9,-20.9,-82.4,-44.8,-58.8,-31.1,-14.3,-40.6,-23.9,-74.9
623,ARUNACHAL PRADESH,2014,No. of districts,15.0,14.0,13.0,14.0,13.0,12.0,13.0,13.0,13.0,13.0,12.0,12.0,,,,,
624,ARUNACHAL PRADESH,2015,Actual,30.8,47.5,97.5,287.1,238.9,637.9,329.3,595.5,374.2,65.2,33.8,29.8,2767.5,78.3,623.5,1936.9,128.8
625,ARUNACHAL PRADESH,2015,Percentage departure,-36.0,-49.0,-37.2,8.3,-34.4,-3.0,-53.5,19.1,-13.7,-67.3,-7.4,20.1,-20.6,-44.6,-20.5,-15.8,-50.5
626,ARUNACHAL PRADESH,2015,No. of districts,14.0,14.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,,,,,
627,ASSAM & MEGHALAYA,1901-2015,Mean,17.4,32.2,80.4,205.2,343.8,512.3,500.5,405.2,310.7,154.9,27.7,9.1,2599.4,49.6,629.4,1728.6,191.8
628,ASSAM & MEGHALAYA,1901-2015,Standard deviation,15.9,21.0,48.9,72.8,106.6,102.3,123.4,99.1,86.5,67.9,26.7,9.9,295.1,25.9,141.4,219.4,72.5
629,ASSAM & MEGHALAYA,1901-2015,Coefficient of variation,91.2,65.4,60.9,35.5,31.0,20.0,24.7,24.5,27.8,43.8,96.5,108.3,11.4,52.2,22.5,12.7,37.8
630,ASSAM & MEGHALAYA,1901,Actual,27.1,19.5,30.6,223.0,207.0,524.9,430.6,464.1,291.4,163.7,115.6,1.2,2498.6,46.6,460.5,1710.9,280.5
631,ASSAM & MEGHALAYA,1901,Percentage departure,56.1,-39.5,-62.0,8.7,-39.8,2.5,-14.0,14.5,-6.2,5.7,316.8,-86.9,-3.9,-6.0,-26.8,-1.0,46.3
632,ASSAM & MEGHALAYA,1901,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,
633,ASSAM & MEGHALAYA,1902,Actual,9.3,10.2,105.6,350.0,262.1,620.7,510.8,536.0,441.3,97.0,7.8,1.3,2952.1,19.4,717.6,2108.9,106.2
634,ASSAM & MEGHALAYA,1902,Percentage departure,-46.7,-68.5,31.4,70.5,-23.8,21.2,2.1,32.3,42.1,-37.4,-71.7,-85.7,13.6,-60.8,14.0,22.0,-44.6
635,ASSAM & MEGHALAYA,1902,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,
636,ASSAM & MEGHALAYA,1903,Actual,19.9,25.4,103.6,140.6,206.6,607.4,362.7,551.9,306.4,159.5,59.3,1.3,2544.7,45.4,450.8,1828.5,220.1
637,ASSAM & MEGHALAYA,1903,Percentage departure,14.9,-21.1,28.9,-31.5,-39.9,18.6,-27.5,36.2,-1.4,2.9,113.8,-85.5,-2.1,-8.5,-28.4,5.8,14.8
638,ASSAM & MEGHALAYA,1903,No. of districts,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,
639,ASSAM & MEGHALAYA,1904,Actual,11.1,56.1,51.9,457.1,375.2,385.7,477.6,438.8,245.9,115.9,46.4,2.5,2664.1,67.1,884.2,1548.0,164.8
640,ASSAM & MEGHALAYA,1904,Percentage departure,-36.2,74.0,-35.4,122.8,9.1,-24.7,-4.6,8.3,-20.8,-25.2,67.4,-72.8,2.5,35.4,40.5,-10.5,-14.1
641,ASSAM & MEGHALAYA,1904,No. of districts,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,
642,ASSAM & MEGHALAYA,1905,Actual,19.9,16.9,137.9,213.0,275.5,521.7,439.1,649.1,276.0,200.0,16.8,24.8,2790.6,36.8,626.3,1886.0,241.6
643,ASSAM & MEGHALAYA,1905,Percentage departure,14.6,-47.6,71.6,3.8,-19.9,1.8,-12.3,60.2,-11.1,29.1,-39.4,171.3,7.4,-25.9,-0.5,9.1,26.0
644,ASSAM & MEGHALAYA,1905,No. of districts,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.0,,,,,
645,ASSAM & MEGHALAYA,1906,Actual,9.7,59.2,88.4,263.5,271.3,388.4,541.8,585.9,264.2,165.7,24.9,0.2,2663.4,68.9,623.3,1780.4,190.8
646,ASSAM & MEGHALAYA,1906,Percentage departure,-44.0,83.6,10.1,28.4,-21.1,-24.2,8.3,44.6,-14.9,7.0,-10.2,-97.8,2.5,38.9,-1.0,3.0,-0.5
647,ASSAM & MEGHALAYA,1906,No. of districts,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,
648,ASSAM & MEGHALAYA,1907,Actual,55.8,37.2,109.7,254.8,213.7,509.8,578.9,304.2,401.0,37.6,4.8,13.8,2521.1,93.0,578.1,1793.8,56.2
649,ASSAM & MEGHALAYA,1907,Percentage departure,221.4,15.5,36.5,24.2,-37.9,-0.5,15.7,-24.9,29.1,-75.7,-82.8,51.0,-3.0,87.6,-8.1,3.8,-70.7
650,ASSAM & MEGHALAYA,1907,No. of districts,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,
651,ASSAM & MEGHALAYA,1908,Actual,16.2,25.1,20.7,176.6,332.7,390.8,477.2,339.4,403.4,91.9,3.8,0.0,2277.8,41.3,530.0,1610.8,95.7
652,ASSAM & MEGHALAYA,1908,Percentage departure,-6.6,-22.1,-74.2,-13.9,-3.2,-23.7,-4.6,-16.2,29.9,-40.7,-86.3,-100.0,-12.4,-16.7,-15.8,-6.8,-50.1
653,ASSAM & MEGHALAYA,1908,No. of districts,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.0,24.0,,,,,
654,ASSAM & MEGHALAYA,1909,Actual,19.0,8.9,4.4,195.0,310.4,639.4,345.0,445.2,216.4,162.4,24.6,6.3,2377.0,27.9,509.8,1646.0,193.3
655,ASSAM & MEGHALAYA,1909,Percentage departure,9.2,-72.3,-94.5,-5.0,-9.7,24.8,-31.1,9.9,-30.4,4.9,-11.4,-31.2,-8.6,-43.8,-19.0,-4.8,0.8
656,ASSAM & MEGHALAYA,1909,No. of districts,25.0,25.0,25.0,25.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,24.0,,,,,
657,ASSAM & MEGHALAYA,1910,Actual,9.2,32.1,152.8,211.5,274.6,582.5,738.3,418.3,247.8,199.7,16.2,4.3,2887.3,41.3,638.9,1986.9,220.2
658,ASSAM & MEGHALAYA,1910,Percentage departure,-46.8,-0.5,90.2,3.1,-20.2,13.7,47.5,3.2,-20.2,28.9,-41.5,-53.3,11.1,-16.7,1.5,14.9,14.8
659,ASSAM & MEGHALAYA,1910,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,
660,ASSAM & MEGHALAYA,1911,Actual,74.2,19.0,93.0,234.0,431.7,534.0,618.6,417.1,387.8,257.4,26.3,3.0,3096.2,93.2,758.7,1957.5,286.8
661,ASSAM & MEGHALAYA,1911,Percentage departure,327.8,-41.0,15.8,14.0,25.6,4.2,23.6,3.0,24.8,66.1,-5.0,-66.7,19.1,88.1,20.5,13.2,49.5
662,ASSAM & MEGHALAYA,1911,No. of districts,25.0,25.0,25.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,
663,ASSAM & MEGHALAYA,1912,Actual,9.0,57.8,126.1,301.0,250.2,482.7,567.0,453.4,236.8,181.5,68.4,9.5,2743.5,66.8,677.4,1739.9,259.5
664,ASSAM & MEGHALAYA,1912,Percentage departure,-48.3,79.4,57.0,46.7,-27.2,-5.8,13.3,11.9,-23.8,17.2,146.8,3.8,5.5,34.7,7.6,0.7,35.3
665,ASSAM & MEGHALAYA,1912,No. of districts,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,
666,ASSAM & MEGHALAYA,1913,Actual,11.9,90.2,118.4,334.2,392.3,458.6,438.0,354.0,279.2,227.7,10.4,45.6,2760.5,102.2,844.9,1529.7,283.7
667,ASSAM & MEGHALAYA,1913,Percentage departure,-31.2,180.1,47.3,62.9,14.1,-10.5,-12.5,-12.6,-10.1,47.0,-62.6,398.8,6.2,106.1,34.2,-11.5,47.9
668,ASSAM & MEGHALAYA,1913,No. of districts,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,
669,ASSAM & MEGHALAYA,1914,Actual,6.3,79.1,69.9,219.6,317.9,403.9,396.4,472.9,292.3,67.6,10.6,7.4,2343.8,85.5,607.4,1565.4,85.6
670,ASSAM & MEGHALAYA,1914,Percentage departure,-63.5,145.6,-13.1,7.0,-7.5,-21.2,-20.8,16.7,-5.9,-56.4,-61.9,-18.7,-9.8,72.4,-3.5,-9.4,-55.4
671,ASSAM & MEGHALAYA,1914,No. of districts,25.0,25.0,25.0,25.0,25.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,
672,ASSAM & MEGHALAYA,1915,Actual,9.3,58.9,74.4,201.9,662.9,509.1,738.2,529.1,258.8,108.2,10.0,4.4,3165.1,68.2,939.2,2035.1,122.6
673,ASSAM & MEGHALAYA,1915,Percentage departure,-46.2,82.7,-7.4,-1.6,92.8,-0.6,47.5,30.6,-16.7,-30.1,-64.0,-52.1,21.8,37.6,49.2,17.7,-36.1
674,ASSAM & MEGHALAYA,1915,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0,,,,,
675,ASSAM & MEGHALAYA,1916,Actual,20.0,28.0,118.4,227.9,340.6,367.3,475.3,430.7,308.8,244.9,32.8,6.3,2601.1,48.0,686.9,1582.1,284.0
676,ASSAM & MEGHALAYA,1916,Percentage departure,15.4,-13.0,47.3,11.1,-0.9,-28.3,-5.0,6.3,-0.6,58.1,18.2,-31.4,0.1,-3.1,9.1,-8.5,48.1
677,ASSAM & MEGHALAYA,1916,No. of districts,25.0,25.0,25.0,25.0,24.0,25.0,25.0,25.0,25.0,24.0,25.0,25.0,,,,,
678,ASSAM & MEGHALAYA,1917,Actual,12.8,91.6,38.7,168.8,206.2,584.7,472.8,346.3,313.7,236.6,46.4,1.4,2519.9,104.4,413.6,1717.4,284.4
679,ASSAM & MEGHALAYA,1917,Percentage departure,-26.2,184.3,-51.9,-17.7,-40.0,14.1,-5.5,-14.5,1.0,52.7,67.4,-84.9,-3.1,110.7,-34.3,-0.6,48.3
680,ASSAM & MEGHALAYA,1917,No. of districts,24.0,24.0,24.0,24.0,23.0,24.0,23.0,24.0,24.0,24.0,24.0,23.0,,,,,
681,ASSAM & MEGHALAYA,1918,Actual,4.6,16.1,125.5,152.2,287.4,659.4,805.0,604.8,373.2,70.7,6.8,1.1,3106.8,20.7,565.1,2442.5,78.6
682,ASSAM & MEGHALAYA,1918,Percentage departure,-73.7,-50.0,56.2,-25.8,-16.4,28.7,60.8,49.3,20.1,-54.4,-75.5,-87.9,19.5,-58.3,-10.2,41.3,-59.0
683,ASSAM & MEGHALAYA,1918,No. of districts,25.0,25.0,24.0,25.0,24.0,25.0,24.0,25.0,24.0,25.0,25.0,25.0,,,,,
684,ASSAM & MEGHALAYA,1919,Actual,13.1,12.4,22.6,162.1,266.9,485.5,459.0,249.1,441.6,185.7,42.5,3.6,2344.2,25.5,451.6,1635.3,231.9
685,ASSAM & MEGHALAYA,1919,Percentage departure,-24.3,-61.7,-71.9,-21.0,-22.4,-5.2,-8.3,-38.5,42.1,19.9,53.4,-61.0,-9.8,-48.6,-28.2,-5.4,20.9
686,ASSAM & MEGHALAYA,1919,No. of districts,24.0,25.0,25.0,25.0,25.0,24.0,25.0,24.0,25.0,25.0,25.0,25.0,,,,,
687,ASSAM & MEGHALAYA,1920,Actual,4.8,51.0,228.1,184.8,282.7,523.8,309.8,521.5,382.6,129.5,3.3,1.8,2623.6,55.8,695.6,1737.6,134.6
688,ASSAM & MEGHALAYA,1920,Percentage departure,-72.5,58.4,183.9,-9.9,-17.8,2.2,-38.1,28.7,23.2,-16.4,-88.0,-80.2,0.9,12.6,10.5,0.5,-29.8
689,ASSAM & MEGHALAYA,1920,No. of districts,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,
690,ASSAM & MEGHALAYA,1921,Actual,35.1,20.3,134.1,324.6,414.8,604.9,542.2,429.4,333.2,142.1,8.5,10.3,2999.7,55.4,873.6,1909.8,160.9
691,ASSAM & MEGHALAYA,1921,Percentage departure,102.5,-37.0,66.9,58.2,20.6,18.1,8.3,6.0,7.3,-8.3,-69.4,12.9,15.4,11.8,38.8,10.5,-16.1
692,ASSAM & MEGHALAYA,1921,No. of districts,25.0,25.0,24.0,25.0,24.0,23.0,25.0,25.0,24.0,25.0,25.0,25.0,,,,,
693,ASSAM & MEGHALAYA,1922,Actual,16.6,4.9,77.8,168.7,233.1,548.9,418.4,379.4,265.6,129.9,9.3,9.4,2261.9,21.4,479.6,1612.3,148.7
694,ASSAM & MEGHALAYA,1922,Percentage departure,-4.5,-84.9,-3.2,-17.8,-32.2,7.1,-16.4,-6.4,-14.5,-16.1,-66.3,2.7,-13.0,-56.8,-23.8,-6.7,-22.5
695,ASSAM & MEGHALAYA,1922,No. of districts,25.0,25.0,25.0,25.0,24.0,24.0,24.0,25.0,25.0,25.0,25.0,25.0,,,,,
696,ASSAM & MEGHALAYA,1923,Actual,0.4,59.6,17.1,258.1,397.8,588.6,375.4,267.2,360.9,98.2,11.2,5.9,2440.6,60.0,673.0,1592.1,115.4
697,ASSAM & MEGHALAYA,1923,Percentage departure,-97.7,85.0,-78.7,25.8,15.7,14.9,-25.0,-34.1,16.2,-36.6,-59.5,-35.4,-6.1,21.0,6.9,-7.9,-39.8
698,ASSAM & MEGHALAYA,1923,No. of districts,25.0,25.0,24.0,25.0,25.0,25.0,25.0,24.0,24.0,24.0,24.0,24.0,,,,,
699,ASSAM & MEGHALAYA,1924,Actual,10.6,22.7,20.0,221.9,299.4,473.9,609.0,434.0,346.0,127.0,126.9,0.2,2691.4,33.3,541.3,1862.8,254.0
700,ASSAM & MEGHALAYA,1924,Percentage departure,-39.0,-29.5,-75.1,8.1,-12.9,-7.5,21.7,7.1,11.4,-18.0,357.4,-97.7,3.5,-32.9,-14.0,7.8,32.5
701,ASSAM & MEGHALAYA,1924,No. of districts,23.0,23.0,23.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.0,24.0,,,,,
702,ASSAM & MEGHALAYA,1925,Actual,26.4,21.5,53.8,278.3,602.2,330.8,411.1,400.7,322.3,89.5,13.7,0.2,2550.5,47.9,934.2,1465.0,103.4
703,ASSAM & MEGHALAYA,1925,Percentage departure,52.1,-33.2,-33.1,35.6,75.1,-35.4,-17.9,-1.1,3.8,-42.2,-50.7,-97.7,-1.9,-3.3,48.4,-15.3,-46.1
704,ASSAM & MEGHALAYA,1925,No. of districts,25.0,25.0,25.0,25.0,24.0,25.0,25.0,23.0,25.0,25.0,25.0,25.0,,,,,
705,ASSAM & MEGHALAYA,1926,Actual,23.4,23.2,156.9,140.8,253.9,559.3,576.5,354.7,189.2,193.7,6.4,33.6,2511.7,46.6,551.6,1679.7,233.8
706,ASSAM & MEGHALAYA,1926,Percentage departure,34.8,-27.9,95.2,-31.4,-26.1,9.2,15.2,-12.5,-39.1,25.1,-76.9,267.7,-3.4,-5.9,-12.4,-2.8,21.9
707,ASSAM & MEGHALAYA,1926,No. of districts,25.0,25.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,24.0,25.0,25.0,,,,,
708,ASSAM & MEGHALAYA,1927,Actual,33.8,60.5,66.0,265.2,238.4,573.9,447.7,366.4,549.8,161.2,29.8,0.2,2793.1,94.3,569.7,1937.9,191.2
709,ASSAM & MEGHALAYA,1927,Percentage departure,94.8,87.8,-17.8,29.3,-30.7,12.0,-10.5,-9.6,77.0,4.0,7.6,-97.4,7.5,90.2,-9.5,12.1,-0.3
710,ASSAM & MEGHALAYA,1927,No. of districts,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.0,25.0,23.0,25.0,25.0,,,,,
711,ASSAM & MEGHALAYA,1928,Actual,8.3,21.1,61.0,138.9,446.5,420.6,428.1,448.2,343.5,294.8,21.6,1.5,2634.3,29.4,646.4,1640.5,317.9
712,ASSAM & MEGHALAYA,1928,Percentage departure,-52.0,-34.4,-24.1,-32.3,29.9,-17.9,-14.5,10.6,10.6,90.3,-22.0,-83.8,1.3,-40.6,2.7,-5.1,65.7
713,ASSAM & MEGHALAYA,1928,No. of districts,25.0,25.0,25.0,25.0,24.0,25.0,24.0,25.0,25.0,23.0,25.0,25.0,,,,,
714,ASSAM & MEGHALAYA,1929,Actual,83.9,3.8,84.1,321.7,570.2,643.4,385.0,333.2,292.8,196.0,17.6,22.1,2953.8,87.7,976.0,1654.4,235.7
715,ASSAM & MEGHALAYA,1929,Percentage departure,383.3,-88.3,4.7,56.8,65.8,25.6,-23.1,-17.8,-5.7,26.6,-36.7,141.5,13.6,76.8,55.1,-4.3,22.9
716,ASSAM & MEGHALAYA,1929,No. of districts,25.0,25.0,25.0,25.0,25.0,24.0,25.0,25.0,25.0,24.0,25.0,25.0,,,,,
